#,pm1,pm2.5,pm10,Temperature,Humidity,Co,Co2,DateTme 
777,3,4,4,27.4,50.4,0,0,2021-09-17 02:00:05
778,3,4,4,27.5,50.2,0,0,2021-09-17 01:00:16
779,3,4,5,27.6,49.8,0,0,2021-09-17 00:00:27
780,4,4,5,27.7,49.1,0,0,2021-09-16 23:00:33
781,3,4,4,27.8,48.4,0,0,2021-09-16 22:00:07
782,2,3,3,28,47.7,0,0,2021-09-16 21:00:17
783,2,3,3,28.2,46.7,0,0,2021-09-16 20:00:22
784,2,2,2,28.4,45.6,0,0,2021-09-16 19:00:33
785,1,2,2,28.8,44.6,0,0,2021-09-16 18:00:13
786,1,2,2,29,43.5,0,0,2021-09-16 17:00:25
787,1,2,2,29.2,42.7,0,0,2021-09-16 16:00:05
788,1,2,2,29.4,42.2,0,0,2021-09-16 15:00:19
789,1,1,2,29.7,42,0,0,2021-09-16 14:00:21
790,1,1,1,29.7,41.6,0,0,2021-09-16 13:00:33
791,1,1,1,29.4,42,0,0,2021-09-16 12:00:09
792,0,0,1,29.1,43,0,0,2021-09-16 11:00:20
793,0,0,1,28.5,44.9,0,0,2021-09-16 10:00:25
794,1,1,2,27.6,46.8,0,0,2021-09-16 09:00:03
795,1,2,2,26.8,48,0,0,2021-09-16 08:00:12
796,2,2,3,26.5,48.4,0,0,2021-09-16 07:00:24
797,2,3,3,26.5,48,0,0,2021-09-16 06:00:03
798,3,3,3,26.6,47.5,0,0,2021-09-16 05:00:12
799,3,3,4,26.7,46.9,0,0,2021-09-16 04:00:22
800,3,4,4,26.8,45.8,0,0,2021-09-16 03:00:03
801,3,4,4,27,44.8,0,0,2021-09-16 02:00:07
802,3,4,4,27.1,44.1,0,0,2021-09-16 01:00:18
803,3,4,5,27.3,43.7,0,0,2021-09-16 00:00:01
804,4,4,5,27.4,43.3,0,0,2021-09-15 23:00:15
805,4,5,6,27.6,43.1,0,0,2021-09-15 22:00:26
806,4,5,6,27.8,42.9,0,0,2021-09-15 21:00:03
807,4,5,6,28.1,43.2,0,0,2021-09-15 20:00:04
808,5,6,7,28.5,43.5,0,0,2021-09-15 19:00:14
809,5,7,8,28.9,43.3,0,0,2021-09-15 18:00:29
810,6,8,9,29.2,42.5,0,0,2021-09-15 17:00:11
811,7,8,9,29.3,42.2,0,0,2021-09-15 16:00:25
812,7,9,10,29.4,42.7,0,0,2021-09-15 15:00:08
813,7,10,11,29.3,43.2,0,0,2021-09-15 14:00:26
814,8,10,11,28.9,43.7,0,0,2021-09-15 13:00:06
815,7,10,10,28.8,42.3,0,0,2021-09-15 12:00:22
816,7,9,10,29,44.7,0,0,2021-09-15 11:00:33
817,6,8,8,28.4,46.1,0,0,2021-09-15 10:00:19
818,5,6,7,27.6,48.1,0,0,2021-09-15 09:00:27
819,4,5,6,26.9,50.2,0,0,2021-09-15 08:00:03
820,4,5,6,26.6,50.5,0,0,2021-09-15 07:00:12
821,4,5,5,26.6,50.2,0,0,2021-09-15 06:00:20
822,4,5,5,26.7,49.5,0,0,2021-09-15 05:00:01
823,4,5,5,26.8,49,0,0,2021-09-15 04:00:07
824,4,5,5,26.9,48.7,0,0,2021-09-15 03:00:15
825,4,5,5,27,48.2,0,0,2021-09-15 02:00:21
826,4,6,6,27.2,47.2,0,0,2021-09-15 01:00:16
827,5,6,7,27.4,46.1,0,0,2021-09-15 00:00:27
828,7,8,9,27.6,46.6,0,0,2021-09-14 23:00:03
829,8,10,10,27.8,47.6,0,0,2021-09-14 22:00:16
830,8,10,11,28,48.7,0,0,2021-09-14 21:00:29
831,8,11,11,28.2,49.1,0,0,2021-09-14 20:00:13
832,8,10,11,28.4,48.1,0,0,2021-09-14 19:00:21
833,8,10,11,28.7,46.9,0,0,2021-09-14 18:00:33
834,8,10,11,28.9,45.6,0,0,2021-09-14 17:00:17
835,8,11,12,28.9,45,0,0,2021-09-14 16:00:29
836,9,12,13,28.9,45.1,0,0,2021-09-14 15:00:12
837,10,13,14,28.8,45.5,0,0,2021-09-14 14:00:29
838,10,14,15,28.3,47,0,0,2021-09-14 13:00:15
839,11,14,15,27.8,47.1,0,0,2021-09-14 12:00:30
840,11,14,15,27.7,50.4,0,0,2021-09-14 11:00:18
841,11,14,15,27,50.1,0,0,2021-09-14 10:00:31
842,11,14,15,26.3,46.7,0,0,2021-09-14 09:00:14
843,12,15,16,25.7,45.7,0,0,2021-09-14 08:00:25
844,12,16,18,25.5,44.1,0,0,2021-09-14 07:00:10
845,13,17,19,25.5,41.5,0,0,2021-09-14 06:00:25
846,12,16,18,25.6,42,0,0,2021-09-14 05:00:08
847,10,12,13,25.7,41.9,0,0,2021-09-14 04:00:23
848,10,12,13,25.8,42.7,0,0,2021-09-14 03:00:09
849,10,13,13,26,42.2,0,0,2021-09-14 02:00:17
850,11,13,14,26.1,42.2,0,0,2021-09-14 01:00:33
851,11,14,15,26.2,42.4,0,0,2021-09-14 00:00:10
852,12,14,16,26.3,43.1,0,0,2021-09-13 23:00:24
853,12,16,17,26.5,43.5,0,0,2021-09-13 22:00:08
854,13,17,18,26.8,43.7,0,0,2021-09-13 21:00:20
855,14,18,19,27.1,45.2,0,0,2021-09-13 20:00:32
856,15,19,21,27.3,45.4,0,0,2021-09-13 19:00:16
857,17,22,24,27.5,45.2,0,0,2021-09-13 18:00:01
858,18,25,27,27.6,45.6,0,0,2021-09-13 17:00:16
859,19,26,27,27.4,46.9,0,0,2021-09-13 16:00:02
860,20,28,30,28.5,48.7,0,0,2021-09-13 15:00:18
861,20,29,31,29.6,51.9,0,0,2021-09-13 14:00:26
862,18,26,28,29.1,51.5,0,0,2021-09-13 13:00:11
863,18,25,26,28.8,51.2,0,0,2021-09-13 12:00:26
864,17,24,26,28.5,54.9,0,0,2021-09-13 11:00:11
865,17,25,26,27.9,55.9,0,0,2021-09-13 10:00:23
866,17,24,26,27.5,56.5,0,0,2021-09-13 09:00:04
867,16,23,24,27.3,56.9,0,0,2021-09-13 08:00:10
868,16,22,23,27.2,57.2,0,0,2021-09-13 07:00:27
869,15,21,23,27.1,57.3,0,0,2021-09-13 06:00:05
870,15,21,22,27.2,57.1,0,0,2021-09-13 05:00:17
871,15,20,22,27.2,56.8,0,0,2021-09-13 04:00:29
872,15,20,22,27.3,56.5,0,0,2021-09-13 03:00:06
873,15,21,22,27.4,56.3,0,0,2021-09-13 02:00:19
874,15,21,22,27.5,56.5,0,0,2021-09-13 01:00:33
875,15,21,22,27.6,56.2,0,0,2021-09-13 00:00:11
876,14,19,21,27.8,55.5,0,0,2021-09-12 23:00:27
877,13,17,19,28,54.6,0,0,2021-09-12 22:00:07
878,12,17,18,28.2,53.6,0,0,2021-09-12 21:00:21
879,12,16,17,28.5,52.3,0,0,2021-09-12 20:00:33
880,11,15,16,28.9,50.7,0,0,2021-09-12 19:00:15
881,11,15,16,29.2,49.3,0,0,2021-09-12 18:00:30
882,11,15,16,29.4,48,0,0,2021-09-12 17:00:12
883,12,16,17,29.6,48.5,0,0,2021-09-12 16:00:22
884,13,18,19,29.8,49.6,0,0,2021-09-12 15:00:04
885,15,20,21,29.8,50.2,0,0,2021-09-12 14:00:18
886,15,20,22,29.7,50.4,0,0,2021-09-12 13:00:33
887,15,20,22,29.3,51,0,0,2021-09-12 12:00:13
888,15,20,21,28.9,51.7,0,0,2021-09-12 11:00:28
889,17,24,25,28.3,53.4,0,0,2021-09-12 10:00:06
890,19,27,29,27.7,55.4,0,0,2021-09-12 09:00:21
891,21,30,33,27.1,57.7,0,0,2021-09-12 08:00:04
892,22,32,35,26.8,58.5,0,0,2021-09-12 07:00:19
893,22,32,36,26.8,58.8,0,0,2021-09-12 06:00:32
894,22,31,35,26.9,58.7,0,0,2021-09-12 05:00:10
895,22,31,35,27,58.4,0,0,2021-09-12 04:00:26
896,22,32,35,27,58.2,0,0,2021-09-12 03:00:31
897,22,31,35,27.1,57.8,0,0,2021-09-12 02:00:11
898,21,30,33,27.2,57.4,0,0,2021-09-12 01:00:25
899,20,28,30,27.4,57.1,0,0,2021-09-12 00:00:03
900,20,27,28,27.5,56.9,0,0,2021-09-11 23:00:22
901,19,26,27,27.7,56.8,0,0,2021-09-11 22:00:07
902,18,24,25,27.9,56.2,0,0,2021-09-11 21:00:20
903,18,24,25,28.2,55.1,0,0,2021-09-11 20:00:33
904,18,24,25,28.5,54.3,0,0,2021-09-11 19:00:13
905,19,26,28,28.8,53.8,0,0,2021-09-11 18:00:26
906,22,32,37,29,52.4,0,0,2021-09-11 17:00:08
907,24,35,41,29,51.9,0,0,2021-09-11 16:00:21
908,24,35,42,29,51.8,0,0,2021-09-11 15:00:05
909,24,36,42,28.7,51.9,0,0,2021-09-11 14:00:19
910,25,37,45,28.1,52.9,0,0,2021-09-11 13:00:02
911,27,41,50,27,51.2,0,0,2021-09-11 12:00:10
912,27,43,52,26.6,51.4,0,0,2021-09-11 11:00:21
913,27,42,51,26.4,53.1,0,0,2021-09-11 10:00:29
914,26,41,50,26.6,54.8,0,0,2021-09-11 09:00:07
915,24,36,43,27.1,59.7,0,0,2021-09-11 08:00:14
916,24,36,42,26.8,63,0,0,2021-09-11 07:00:21
917,24,34,40,26.7,63.1,0,0,2021-09-11 06:00:29
918,24,35,41,26.8,63,0,0,2021-09-11 05:00:33
919,24,35,41,26.8,62.7,0,0,2021-09-11 04:00:13
920,24,34,39,26.9,62.6,0,0,2021-09-11 03:00:22
921,23,33,38,27,62.4,0,0,2021-09-11 02:00:09
922,23,33,37,27.1,62.1,0,0,2021-09-11 01:00:22
923,23,32,35,27.3,61.6,0,0,2021-09-11 00:00:33
924,23,31,34,27.4,60.9,0,0,2021-09-10 23:00:14
925,23,31,34,27.6,60.1,0,0,2021-09-10 22:00:31
926,21,29,31,27.8,58.7,0,0,2021-09-10 21:00:18
927,19,26,27,28,57.3,0,0,2021-09-10 20:00:33
928,19,26,27,28.3,56.2,0,0,2021-09-10 19:00:14
929,20,27,29,28.6,55.2,0,0,2021-09-10 18:00:30
930,22,30,33,28.7,54.2,0,0,2021-09-10 17:00:05
931,23,32,35,28.8,54.5,0,0,2021-09-10 16:00:23
932,23,32,36,28.7,55.6,0,0,2021-09-10 15:00:06
933,23,32,36,28.5,56.6,0,0,2021-09-10 14:00:21
934,21,30,32,28.3,58.1,0,0,2021-09-10 13:00:04
935,22,30,34,28.2,58.7,0,0,2021-09-10 12:00:26
936,23,33,40,27.9,59.2,0,0,2021-09-10 11:00:06
937,28,41,51,27.4,60.5,0,0,2021-09-10 10:00:17
938,29,43,54,27,61.3,0,0,2021-09-10 09:00:28
939,29,43,53,26.8,61.6,0,0,2021-09-10 08:00:09
940,29,42,52,26.7,62,0,0,2021-09-10 07:00:25
941,28,42,52,26.7,61.9,0,0,2021-09-10 06:00:33
942,29,43,53,26.7,61.9,0,0,2021-09-10 05:00:03
943,28,43,52,26.8,61.9,0,0,2021-09-10 04:00:11
944,27,41,50,26.8,62,0,0,2021-09-10 03:00:24
945,27,40,48,26.9,61.8,0,0,2021-09-10 02:00:06
946,26,39,47,27,61.3,0,0,2021-09-10 01:00:20
947,25,37,44,27.1,60.7,0,0,2021-09-10 00:00:29
948,24,35,41,27.3,60,0,0,2021-09-09 23:00:06
949,23,33,37,27.4,59.1,0,0,2021-09-09 22:00:21
950,21,29,32,27.6,58,0,0,2021-09-09 21:00:28
951,16,22,23,27.8,56.3,0,0,2021-09-09 20:00:25
952,12,16,17,28.1,54.6,0,0,2021-09-09 19:00:03
953,12,15,16,28.4,53.3,0,0,2021-09-09 18:00:21
954,12,15,16,28.7,52.2,0,0,2021-09-09 17:00:03
955,12,16,17,28.8,52,0,0,2021-09-09 16:00:19
956,13,17,18,28.9,51.9,0,0,2021-09-09 15:00:02
957,13,18,19,29,52.6,0,0,2021-09-09 14:00:22
958,15,22,24,28.9,55.6,0,0,2021-09-09 13:00:04
959,14,20,22,28.6,57.3,0,0,2021-09-09 12:00:23
960,13,20,22,28.3,58.7,0,0,2021-09-09 11:00:06
961,15,23,25,27.7,60.7,0,0,2021-09-09 10:00:20
962,16,25,28,26.9,62.2,0,0,2021-09-09 09:00:04
963,14,21,24,26.2,62.7,0,0,2021-09-09 08:00:20
964,12,18,20,26,63,0,0,2021-09-09 07:00:04
965,11,16,18,25.9,63,0,0,2021-09-09 06:00:19
966,10,14,16,26,63,0,0,2021-09-09 05:00:05
967,9,12,14,25.9,63,0,0,2021-09-09 04:00:19
968,8,11,12,26,62.7,0,0,2021-09-09 03:00:28
969,8,10,11,26,62.4,0,0,2021-09-09 02:00:13
970,7,9,10,26.1,62.1,0,0,2021-09-09 01:00:27
971,6,8,9,26.3,61.8,0,0,2021-09-09 00:00:07
972,6,8,9,26.4,61.4,0,0,2021-09-08 23:00:16
973,6,7,8,26.6,60.7,0,0,2021-09-08 22:00:32
974,6,7,8,26.8,59.8,0,0,2021-09-08 21:00:04
975,5,6,7,27.1,58.4,0,0,2021-09-08 20:00:16
976,4,5,6,27.4,57.5,0,0,2021-09-08 19:00:23
977,5,5,6,27.7,57.1,0,0,2021-09-08 18:00:04
978,4,5,6,27.8,56.9,0,0,2021-09-08 17:00:15
979,4,5,5,28,56.6,0,0,2021-09-08 16:00:25
980,2,2,2,28.1,55.9,0,0,2021-09-08 15:00:09
981,1,1,1,28,55.9,0,0,2021-09-08 14:00:20
982,0,0,1,27.8,58.1,0,0,2021-09-08 13:00:01
983,1,1,1,27.4,59.7,0,0,2021-09-08 12:00:12
984,1,1,1,27,61.5,0,0,2021-09-08 11:00:12
985,1,1,2,26.5,63.6,0,0,2021-09-08 10:00:28
986,1,1,1,26,63.9,0,0,2021-09-08 09:00:08
987,0,1,1,25.7,64.6,0,0,2021-09-08 08:00:19
988,0,0,1,25.6,64.8,0,0,2021-09-08 07:00:03
989,0,0,1,25.7,65,0,0,2021-09-08 06:00:14
990,0,0,0,25.7,65.1,0,0,2021-09-08 05:00:23
991,0,0,1,25.8,65.2,0,0,2021-09-08 04:00:30
992,0,0,1,25.8,65.4,0,0,2021-09-08 03:00:13
993,0,1,1,25.9,65.5,0,0,2021-09-08 02:00:23
994,1,1,1,25.9,65.6,0,0,2021-09-08 01:00:02
995,1,1,1,26,65.8,0,0,2021-09-08 00:00:08
996,1,1,2,26,65.9,0,0,2021-09-07 23:00:17
997,2,2,2,26,65.9,0,0,2021-09-07 22:00:28
998,2,3,3,26.1,66,0,0,2021-09-07 21:00:03
999,4,4,5,26.2,66,0,0,2021-09-07 20:00:03
1000,5,6,7,26.3,65.9,0,0,2021-09-07 19:00:12
1001,5,6,7,26.3,65.4,0,0,2021-09-07 18:00:25
1002,4,6,6,26.3,64.9,0,0,2021-09-07 17:00:05
1003,4,5,5,26.3,64.1,0,0,2021-09-07 16:00:20
1004,4,5,5,26.1,63.5,0,0,2021-09-07 15:00:27
1005,4,5,6,26,62.8,0,0,2021-09-07 14:00:08
1006,5,6,7,25.8,62.2,0,0,2021-09-07 13:00:15
1007,5,7,7,25.6,61.5,0,0,2021-09-07 12:00:22
1008,5,6,7,25.3,61.2,0,0,2021-09-07 11:00:07
1009,4,5,6,24.9,62,0,0,2021-09-07 10:00:19
1010,2,3,4,24.8,54.4,0,0,2021-09-07 09:00:05
1011,2,2,3,24.8,52,0,0,2021-09-07 08:00:11
1012,2,3,3,24.8,52.7,0,0,2021-09-07 07:00:23
1013,3,4,4,24.8,53.8,0,0,2021-09-07 06:00:30
1014,4,6,6,24.8,53,0,0,2021-09-07 05:00:07
1015,6,7,8,24.9,51.1,0,0,2021-09-07 04:00:22
1016,6,8,9,25,50,0,0,2021-09-07 03:00:29
1017,7,10,10,25,50.6,0,0,2021-09-07 02:00:16
1018,8,11,12,25.1,51.3,0,0,2021-09-07 01:00:17
1019,9,12,13,25.2,51.4,0,0,2021-09-07 00:00:27
1020,9,11,12,25.4,50,0,0,2021-09-06 23:00:06
1021,7,9,10,25.4,48.9,0,0,2021-09-06 22:00:17
1022,7,8,9,25.6,48,0,0,2021-09-06 21:00:23
1023,6,7,8,25.7,47.6,0,0,2021-09-06 20:00:03
1024,5,6,7,25.8,46.6,0,0,2021-09-06 19:00:19
1025,5,7,7,26,47.2,0,0,2021-09-06 18:00:32
1026,5,6,7,26.1,47.6,0,0,2021-09-06 17:00:12
1027,5,6,7,26.3,49,0,0,2021-09-06 16:00:22
1028,6,8,9,26.5,50.2,0,0,2021-09-06 15:00:07
1029,7,9,10,26.8,52.1,0,0,2021-09-06 14:00:25
1030,7,9,10,26.8,52.8,0,0,2021-09-06 13:00:07
1031,7,9,10,26.8,52.1,0,0,2021-09-06 12:00:14
1032,7,9,10,26.6,51.7,0,0,2021-09-06 11:00:26
1033,7,9,10,26.5,51.5,0,0,2021-09-06 10:00:12
1034,7,8,9,26.4,51.9,0,0,2021-09-06 09:00:13
1035,6,8,9,26.1,52.4,0,0,2021-09-06 08:00:32
1036,7,9,9,26,52.2,0,0,2021-09-06 07:00:19
1037,7,9,9,25.9,52.4,0,0,2021-09-06 06:00:20
1038,7,8,9,25.9,52.7,0,0,2021-09-06 05:00:31
1039,7,8,9,26,52.7,0,0,2021-09-06 04:00:09
1040,7,9,9,26,52.3,0,0,2021-09-06 03:00:26
1041,7,8,9,26.1,51.7,0,0,2021-09-06 02:00:08
1042,6,8,8,26.2,51.3,0,0,2021-09-06 01:00:26
1043,6,7,8,26.3,50.9,0,0,2021-09-06 00:00:32
1044,6,7,8,26.3,50.7,0,0,2021-09-05 23:00:08
1045,6,7,8,26.4,50.6,0,0,2021-09-05 22:00:20
1046,6,7,8,26.5,50.6,0,0,2021-09-05 21:00:29
1047,6,7,8,26.5,51.3,0,0,2021-09-05 20:00:10
1048,6,7,7,26.6,52.2,0,0,2021-09-05 19:00:26
1049,5,6,7,26.7,53.1,0,0,2021-09-05 18:00:05
1050,4,5,6,26.7,53.7,0,0,2021-09-05 17:00:16
1051,3,4,4,26.7,53.9,0,0,2021-09-05 16:00:22
1052,3,3,4,26.8,53.6,0,0,2021-09-05 15:00:02
1053,2,3,3,26.7,53.4,0,0,2021-09-05 14:00:16
1054,2,2,3,26.7,53.5,0,0,2021-09-05 13:00:32
1055,2,3,3,26.5,53.7,0,0,2021-09-05 12:00:09
1056,3,3,4,26.4,53.4,0,0,2021-09-05 11:00:17
1057,3,4,4,26.2,52.6,0,0,2021-09-05 10:00:29
1058,3,3,4,26.1,52.1,0,0,2021-09-05 09:00:10
1059,2,3,3,25.9,51.8,0,0,2021-09-05 08:00:21
1060,2,3,3,25.7,50.9,0,0,2021-09-05 07:00:30
1061,2,3,3,25.6,50.1,0,0,2021-09-05 06:00:04
1062,2,3,3,25.7,49.1,0,0,2021-09-05 05:00:16
1063,2,3,3,25.7,48,0,0,2021-09-05 04:00:24
1064,2,3,3,25.8,46.7,0,0,2021-09-05 03:00:03
1065,2,3,3,25.9,46.2,0,0,2021-09-05 02:00:13
1066,3,3,4,26,46,0,0,2021-09-05 01:00:30
1067,3,4,4,26.1,46.7,0,0,2021-09-05 00:00:07
1068,3,3,4,26.2,46.6,0,0,2021-09-04 23:00:19
1069,3,3,4,26.3,47.7,0,0,2021-09-04 22:00:31
1070,3,4,4,26.4,48.8,0,0,2021-09-04 21:00:12
1071,3,4,4,26.4,49.6,0,0,2021-09-04 20:00:23
1072,3,3,3,26.5,51.2,0,0,2021-09-04 19:00:32
1073,3,3,3,26.5,52.3,0,0,2021-09-04 18:00:33
1074,2,3,3,26.6,52.1,0,0,2021-09-04 17:00:10
1075,3,3,3,26.5,51,0,0,2021-09-04 16:00:22
1076,2,3,3,26.5,50.7,0,0,2021-09-04 15:00:02
1077,2,2,3,26.3,49.7,0,0,2021-09-04 14:00:15
1078,2,2,2,25.9,49.4,0,0,2021-09-04 13:00:28
1079,2,2,3,25.3,49.4,0,0,2021-09-04 12:00:07
1080,3,3,3,25.3,52.9,0,0,2021-09-04 11:00:17
1081,3,3,3,25.3,53.4,0,0,2021-09-04 10:00:23
1082,2,3,3,25.3,52.2,0,0,2021-09-04 09:00:26
1083,2,2,3,25.5,52.1,0,0,2021-09-04 08:00:03
1084,2,3,3,25.4,53.2,0,0,2021-09-04 07:00:08
1085,3,3,4,25.5,51.9,0,0,2021-09-04 06:00:20
1086,3,4,4,25.7,51.2,0,0,2021-09-04 05:00:25
1087,3,4,4,25.8,50.1,0,0,2021-09-04 04:00:29
1088,3,4,4,25.9,49.3,0,0,2021-09-04 03:00:10
1089,3,4,4,26,48.6,0,0,2021-09-04 02:00:20
1090,3,4,4,26.1,47.7,0,0,2021-09-04 01:00:31
1091,3,4,4,26.2,47.2,0,0,2021-09-04 00:00:17
1092,3,4,5,26.2,47.5,0,0,2021-09-03 23:00:25
1093,4,5,5,26.3,48.3,0,0,2021-09-03 22:00:07
1094,5,6,7,26.4,49.9,0,0,2021-09-03 21:00:19
1095,5,6,7,26.4,50,0,0,2021-09-03 20:00:32
1096,5,6,6,26.5,49.1,0,0,2021-09-03 19:00:09
1097,4,5,5,26.5,47.4,0,0,2021-09-03 18:00:26
1098,4,5,6,26.5,46.7,0,0,2021-09-03 17:00:05
1099,4,5,5,26.3,44,0,0,2021-09-03 16:00:15
1100,5,6,6,26.1,42.3,0,0,2021-09-03 15:00:24
1101,6,7,8,27.1,45.4,0,0,2021-09-03 14:00:33
1102,6,8,9,29.7,46.4,0,0,2021-09-03 13:00:14
1103,7,8,9,28.8,50.9,0,0,2021-09-03 12:00:32
1104,6,8,8,28.4,53.5,0,0,2021-09-03 11:00:14
1105,7,8,9,27.6,55.7,0,0,2021-09-03 10:00:25
1106,7,9,10,26.9,57.4,0,0,2021-09-03 09:00:04
1107,8,10,11,26.2,60.6,0,0,2021-09-03 08:00:14
1108,9,11,12,25.5,63.3,0,0,2021-09-03 07:00:23
1109,9,12,12,25.4,63.7,0,0,2021-09-03 06:00:06
1110,9,12,12,25.4,63.5,0,0,2021-09-03 05:00:14
1111,9,12,12,25.5,63,0,0,2021-09-03 04:00:26
1112,9,12,13,25.6,62.4,0,0,2021-09-03 03:00:10
1113,9,12,12,25.8,61.9,0,0,2021-09-03 02:00:21
1114,10,12,13,25.9,61.7,0,0,2021-09-03 01:00:33
1115,10,12,13,25.9,62,0,0,2021-09-03 00:00:10
1116,10,13,14,26,62.2,0,0,2021-09-02 23:00:20
1117,11,14,14,26.1,62,0,0,2021-09-02 22:00:03
1118,11,14,15,26.2,61.4,0,0,2021-09-02 21:00:16
1119,11,14,15,26.4,60.4,0,0,2021-09-02 20:00:30
1120,11,14,14,26.7,59.3,0,0,2021-09-02 19:00:11
1121,11,13,14,26.9,58.4,0,0,2021-09-02 18:00:25
1122,10,13,14,27,57.8,0,0,2021-09-02 17:00:11
1123,10,12,13,27.1,57,0,0,2021-09-02 16:00:24
1124,9,11,12,27.2,55.7,0,0,2021-09-02 15:00:05
1125,7,9,10,27.6,54.4,0,0,2021-09-02 14:00:22
1126,6,8,8,27.7,53.7,0,0,2021-09-02 13:00:07
1127,6,7,8,27.4,54.1,0,0,2021-09-02 12:00:20
1128,5,6,7,27,54.9,0,0,2021-09-02 11:00:05
1129,4,5,6,26.1,57.4,0,0,2021-09-02 10:00:14
1130,3,3,3,25.6,59.7,0,0,2021-09-02 09:00:22
1131,1,2,2,25.3,61.2,0,0,2021-09-02 08:00:23
1132,1,1,2,25.1,61.7,0,0,2021-09-02 07:00:02
1133,0,1,1,25.1,62.3,0,0,2021-09-02 06:00:11
1134,0,0,0,25.1,62.9,0,0,2021-09-02 05:00:16
1135,0,0,0,25.2,63.4,0,0,2021-09-02 04:00:13
1136,0,0,0,25.2,62.9,0,0,2021-09-02 03:00:13
1137,0,0,0,25.3,62,0,0,2021-09-02 02:00:16
1138,0,0,0,25.4,61.4,0,0,2021-09-02 01:00:27
1139,0,0,0,25.4,61.5,0,0,2021-09-02 00:00:34
1140,0,0,0,25.5,62,0,0,2021-09-01 23:00:14
1141,0,0,0,25.6,62.4,0,0,2021-09-01 22:00:28
1142,0,0,1,25.7,63.2,0,0,2021-09-01 21:00:06
1143,1,1,1,25.7,64,0,0,2021-09-01 20:00:09
1144,1,1,1,25.8,64.3,0,0,2021-09-01 19:00:18
1145,0,0,0,26,63.9,0,0,2021-09-01 18:00:31
1146,0,0,0,26.1,63.2,0,0,2021-09-01 17:00:02
1147,0,0,0,26.2,62.9,0,0,2021-09-01 16:00:18
1148,0,0,0,26.2,62.8,0,0,2021-09-01 15:00:22
1149,0,0,0,26,63.1,0,0,2021-09-01 14:00:02
1150,0,0,0,25.7,63.9,0,0,2021-09-01 13:00:09
1151,0,0,0,25.4,64.3,0,0,2021-09-01 12:00:22
1152,0,0,0,25.2,64.6,0,0,2021-09-01 11:00:34
1153,0,0,0,25.1,65.2,0,0,2021-09-01 10:00:11
1154,0,0,0,24.8,66.1,0,0,2021-09-01 09:00:27
1155,0,0,0,24.6,67,0,0,2021-09-01 08:00:04
1156,0,0,0,24.4,67.6,0,0,2021-09-01 07:00:15
1157,0,0,0,24.5,68.5,0,0,2021-09-01 06:00:21
1158,1,1,1,24.5,68.9,0,0,2021-09-01 05:00:30
1159,1,1,2,24.5,69,0,0,2021-09-01 04:00:11
1160,2,2,3,24.5,69.1,0,0,2021-09-01 03:00:22
1161,3,3,3,24.4,69.3,0,0,2021-09-01 02:00:03
1162,3,4,5,24.4,69.4,0,0,2021-09-01 01:00:08
1163,5,7,7,24.5,69.3,0,0,2021-09-01 00:00:21
1164,9,11,11,24.5,69,0,0,2021-08-31 23:00:34
1165,10,13,14,24.5,68.6,0,0,2021-08-31 22:00:32
1166,11,14,15,24.5,68.2,0,0,2021-08-31 21:00:21
1167,13,16,17,24.5,68,0,0,2021-08-31 20:00:07
1168,14,18,20,24.5,67.8,0,0,2021-08-31 19:00:21
1169,14,19,20,24.5,67.7,0,0,2021-08-31 18:00:32
1170,16,21,23,24.7,67.9,0,0,2021-08-31 17:00:19
1171,19,26,27,24.9,68.2,0,0,2021-08-31 16:00:19
1172,21,30,33,25.2,68.3,0,0,2021-08-31 15:00:27
1173,24,36,42,25.5,68,0,0,2021-08-31 14:00:12
1174,27,40,49,25.8,67.2,0,0,2021-08-31 13:00:25
1175,31,48,60,26.3,66.4,0,0,2021-08-31 12:00:12
1176,34,53,66,26.5,66.1,0,0,2021-08-31 11:00:19
1177,34,52,66,26.3,65.2,0,0,2021-08-31 10:00:23
1178,32,49,62,25.9,61.8,0,0,2021-08-31 09:00:34
1179,31,47,59,26,63,0,0,2021-08-31 08:00:10
1180,31,47,57,26.2,67.1,0,0,2021-08-31 07:00:16
1181,31,46,57,26.1,67,0,0,2021-08-31 06:00:22
1182,31,46,57,26.1,66.8,0,0,2021-08-31 05:00:03
1183,31,47,58,26.2,66.6,0,0,2021-08-31 04:00:14
1184,32,48,59,26.2,66.5,0,0,2021-08-31 03:00:29
1185,33,49,61,26.2,66.2,0,0,2021-08-31 02:00:08
1186,33,50,63,26.3,65.8,0,0,2021-08-31 01:00:21
1187,34,51,64,26.5,65.3,0,0,2021-08-31 00:00:32
1188,34,52,65,26.6,64.5,0,0,2021-08-30 23:00:04
1189,35,54,66,26.7,63.7,0,0,2021-08-30 22:00:16
1190,36,56,68,26.9,62.8,0,0,2021-08-30 21:00:22
1191,36,57,69,27,61.9,0,0,2021-08-30 20:00:32
1192,34,52,65,27.1,60,0,0,2021-08-30 19:00:32
1193,27,40,48,27.1,56.7,0,0,2021-08-30 18:00:16
1194,25,36,43,26.9,54.3,0,0,2021-08-30 17:00:28
1195,25,36,43,26.9,50.3,0,0,2021-08-30 16:00:15
1196,26,38,46,26.9,51.8,0,0,2021-08-30 15:00:29
1197,26,37,44,26.8,49,0,0,2021-08-30 14:00:15
1198,27,39,47,27.6,52.6,0,0,2021-08-30 13:00:22
1199,28,42,51,27.8,62.4,0,0,2021-08-30 12:00:28
